"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","key_press","test_part","next_elem","responses","question_order"
"455.6899999734014","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","234","326019","0.0-25.0-0.0-0.5","32","test","A","",""
"null","","","html-keyboard-response","235","326325","0.0-25.0-0.0-0.6","null","test","A","",""
"2007.8349999967031","","","survey-likert","236","328334","0.0-25.0-1.0","","","","{""Q0"":2}","[0]"
"1962.3499999870546","","","survey-multi-choice","237","330297","0.0-25.0-2.0","","","","{""Q0"":""B""}","[0]"
"929.5450000208803","Incorrect! + $0<p> The correct choice was: A","0","html-button-response","238","331229","0.0-25.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","239","332036","0.0-26.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","240","333143","0.0-26.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","241","334252","0.0-26.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","242","335358","0.0-26.0-0.0-0.3","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","243","336468","0.0-26.0-0.0-0.4","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","244","337576","0.0-26.0-0.0-0.5","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","245","338686","0.0-26.0-0.0-0.6","null","test","A","",""
"508.93000001087785","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","246","339498","0.0-26.0-0.0-0.7","32","test","B","",""
"null","","","html-keyboard-response","247","339801","0.0-26.0-0.0-0.8","null","test","A","",""
"1761.9549999944866","","","survey-likert","248","341564","0.0-26.0-1.0","","","","{""Q0"":2}","[0]"
"1370.5750000081025","","","survey-multi-choice","249","342936","0.0-26.0-2.0","","","","{""Q0"":""C""}","[0]"
"1028.6549999727868","Incorrect! + $0<p> The correct choice was: B","0","html-button-response","250","343966","0.0-26.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","251","344772","0.0-27.0-0.0-0.0","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","252","345880","0.0-27.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","253","346988","0.0-27.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","254","348096","0.0-27.0-0.0-0.3","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","255","349202","0.0-27.0-0.0-0.4","null","test","B","",""
"304.8449999769218","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","256","349811","0.0-27.0-0.0-0.5","32","test","A","",""
"null","","","html-keyboard-response","257","350118","0.0-27.0-0.0-0.6","null","test","B","",""
"1867.0399999828078","","","survey-likert","258","351987","0.0-27.0-1.0","","","","{""Q0"":8}","[0]"
"1533.0700000049546","","","survey-multi-choice","259","353522","0.0-27.0-2.0","","","","{""Q0"":""A""}","[0]"
"772.0750000444241","Correct! + $1","0","html-button-response","260","354296","0.0-27.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","261","355102","0.0-28.0-0.0-0.0","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","262","356210","0.0-28.0-0.0-0.1","null","test","B","",""
"283.2399999606423","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","263","356794","0.0-28.0-0.0-0.2","32","test","B","",""
"null","","","html-keyboard-response","264","357101","0.0-28.0-0.0-0.3","null","test","B","",""
"1193.7800000305288","","","survey-likert","265","358297","0.0-28.0-1.0","","","","{""Q0"":9}","[0]"
"1408.8600000250153","","","survey-multi-choice","266","359707","0.0-28.0-2.0","","","","{""Q0"":""B""}","[0]"
"1060.4300000122748","Correct! + $1","0","html-button-response","267","360770","0.0-28.0-3.0","","","","",""
"","","","html-keyboard-response","268","360771","0.0-29.0-0.0-0.0","","test","C","",""
